['organization', 'organization', 'place_founded 2059']
['geography', 'river', 'mouth 2160']
['architecture', 'structure', 'architect 2305']
['architecture', 'architect', 'structures_designed 2305']
['computer', 'software', 'developer 2326']
['computer', 'software_developer', 'software 2326']
['metropolitan_transit', 'transit_line', 'stops 2337']
['metropolitan_transit', 'transit_stop', 'transit_lines 2337']
['geography', 'river', 'cities 2339']
['media_common', 'netflix_title', 'netflix_genres 2432']
['media_common', 'netflix_genre', 'titles 2432']
['location', 'us_county', 'county_seat 2474']
['astronomy', 'orbital_relationship', 'orbits 2590']
['astronomy', 'orbital_relationship', 'orbited_by 2590']
['people', 'person', 'ethnicity 2627']
['people', 'ethnicity', 'people 2627']
['language', 'human_language', 'main_country 2635']
['computer', 'computer', 'manufacturer 2669']
['computer', 'computer_manufacturer_brand', 'computer_models 2669']
['medicine', 'drug_class', 'drugs 2696']
['medicine', 'drug', 'drug_class 2696']
['people', 'place_of_interment', 'interred_here 2800']
['people', 'deceased_person', 'place_of_burial 2800']
['location', 'place_with_neighborhoods', 'neighborhoods 2823']
['location', 'neighborhood', 'neighborhood_of 2823']
['medicine', 'disease', 'symptoms 2864']
['medicine', 'symptom', 'symptom_of 2864']
['transportation', 'road', 'major_cities 3024']
['organization', 'organization', 'geographic_scope 3030']
['organization', 'organization_scope', 'organizations_with_this_scope 3030']
['medicine', 'disease', 'treatments 3044']
['medicine', 'medical_treatment', 'used_to_treat 3044']
['metropolitan_transit', 'transit_line', 'transit_system 3054']
['metropolitan_transit', 'transit_system', 'transit_lines 3054']
['astronomy', 'celestial_object', 'locations 3067']
['astronomy', 'extraterrestrial_location', 'on_celestial_object 3067']
['people', 'person', 'religion 3088']
['geography', 'river', 'basin_countries 3374']
['music', 'artist', 'origin 3386']
['time', 'event', 'includes_event 3405']
['time', 'event', 'included_in_event 3405']
['location', 'country', 'official_language 3448']
['film', 'film_story_contributor', 'film_story_credits 3473']
['film', 'film', 'story_by 3473']
['geography', 'body_of_water', 'bridges 3572']
['transportation', 'bridge', 'body_of_water_spanned 3572']
['music', 'instrument', 'instrumentalists 3753']
['music', 'group_member', 'instruments_played 3753']
['transportation', 'bridge', 'locale 3769']
['sports', 'sports_facility', 'teams 3784']
['sports', 'sports_team', 'arena_stadium 3784']
['computer', 'programming_language', 'influenced 3808']
['computer', 'programming_language', 'influenced_by 3808']
['military', 'military_conflict', 'military_personnel_involved 3851']
['military', 'military_person', 'participated_in_conflicts 3851']
['olympics', 'olympic_host_city', 'olympics_hosted 3854']
['olympics', 'olympic_games', 'host_city 3854']
['education', 'educational_institution_campus', 'educational_institution 3898']
['education', 'educational_institution', 'campuses 3898']
['language', 'human_language', 'countries_spoken_in 4029']
['location', 'country', 'languages_spoken 4029']
['tv', 'tv_program', 'program_creator 4056']
['tv', 'tv_program_creator', 'programs_created 4056']
['biology', 'organism_classification', 'higher_classification 4454']
['biology', 'organism_classification', 'lower_classifications 4454']
['cvg', 'computer_videogame', 'developer 4627']
['cvg', 'cvg_developer', 'games_developed 4627']
['music', 'lyricist', 'lyrics_written 4667']
['music', 'composition', 'lyricist 4667']
['symbols', 'namesake', 'named_after 4696']
['symbols', 'name_source', 'namesakes 4696']
['cvg', 'computer_videogame', 'publisher 4803']
['cvg', 'cvg_publisher', 'games_published 4803']
['sports', 'sport', 'leagues 4824']
['sports', 'sports_league', 'sport 4824']
['location', 'hud_county_place', 'place 5066']
['music', 'artist', 'label 5305']
['music', 'record_label', 'artist 5305']
['film', 'producer', 'film 5923']
['film', 'film', 'produced_by 5923']
['location', 'location', 'nearby_airports 6047']
['aviation', 'airport', 'serves 6047']
['location', 'hud_county_place', 'county 6558']
['location', 'us_county', 'hud_county_place 6558']
['sports', 'sports_team', 'sport 7073']
['sports', 'sport', 'teams 7073']
['location', 'location', 'partially_containedby 8079']
['location', 'location', 'partially_contains 8079']
['travel', 'tourist_attraction', 'near_travel_destination 8199']
['travel', 'travel_destination', 'tourist_attractions 8199']
['people', 'person', 'children 8212']
['people', 'person', 'parents 8212']
['influence', 'influence_node', 'influenced 9079']
['influence', 'influence_node', 'influenced_by 9079']
['film', 'film', 'written_by 9253']
['film', 'writer', 'film 9253']
['location', 'country', 'capital 9346']
['dataworld', 'gardening_hint', 'split_to 11093']
['organization', 'organization_founder', 'organizations_founded 11269']
['organization', 'organization', 'founders 11269']
['people', 'deceased_person', 'place_of_death 11511']
['location', 'administrative_division', 'second_level_division_of 11871']
['location', 'country', 'second_level_divisions 11871']
['time', 'event', 'locations 12429']
['location', 'location', 'events 12429']
['medicine', 'drug_ingredient', 'active_moiety_of_drug 12704']
['medicine', 'drug', 'active_moieties 12704']
['film', 'director', 'film 15164']
['film', 'film', 'directed_by 15164']
['music', 'composer', 'compositions 15165']
['music', 'composition', 'composer 15165']
['people', 'profession', 'people_with_this_profession 16973']
['people', 'person', 'profession 16973']
['book', 'written_work', 'author 17840']
['book', 'author', 'works_written 17840']
['location', 'country', 'first_level_divisions 19203']
['location', 'administrative_division', 'first_level_division_of 19203']
['people', 'person', 'place_of_birth 22524']
['location', 'location', 'people_born_here 22524']
['music', 'album', 'artist 22591']
['music', 'artist', 'album 22591']
['people', 'person', 'nationality 23074']
['location', 'administrative_division', 'country 34516']
['location', 'country', 'administrative_divisions 34516']
['location', 'location', 'contains 239248']
['location', 'location', 'containedby 239248']
